order_id,order_date,category,brand,city,customer_rating,price,quantity,review,is_active,customer_id
E-0001173,2024-10-26,Beauty,Brand Alpha,London,3,300.66,2,skin felt great,True,C-1117
E-0001174,2024-10-15,Sports,Brand Alpha,Karachi,3,44.31,1,great for training,True,C-1046
E-0001175,2024-11-12,Beauty,Brand Gamma,London,4,174.55,1,recommend,False,C-921
E-0001176,2023-09-06,Sports,Brand Gamma,Karachi,1,20.24,1,great for training,True,C-143
E-0001177,2023-11-25,Sports,Brand Gamma,Dubai,4,103.35,1,broke after week,True,C-109
E-0001178,2023-11-30,Electronics,Brand Beta,Islamabad,5,225.71,2,disappointed with durability,False,C-733
E-0001179,2024-02-06,Books,Brand Gamma,Dubai,3,120.58,3,informative,True,C-149
E-0001180,2024-12-19,Home,Brand Delta,Dubai,4,358.15,1,very useful,True,C-1406
E-0001181,2024-08-28,Clothing,Brand Delta,Lahore,1,311.34,1,nice fabric,True,C-300
E-0001182,2024-10-06,Beauty,Brand Gamma,Karachi,3,391.6,2,too expensive,True,C-1096
E-0001183,2024-04-17,Clothing,Brand Delta,Karachi,3,49.37,3,great value,True,C-127
E-0001184,2023-10-02,Books,Brand Gamma,Islamabad,4,334.31,2,print quality good,True,C-1019
E-0001185,2023-12-16,Books,Brand Alpha,Karachi,4,308.0,1,informative,True,C-1374
E-0001186,2023-09-08,Sports,Brand Beta,London,3,317.57,1,broke after week,False,C-530
E-0001187,2024-10-30,Books,Brand Gamma,Dubai,5,117.91,1,fast delivery,False,C-457
E-0001188,2024-09-22,Books,Brand Beta,London,4,76.17,2,print quality good,True,C-1373
E-0001189,2024-05-10,Clothing,Brand Delta,Islamabad,3,84.4,2,great value,True,C-125
E-0001190,2023-12-11,Home,Brand Gamma,New York,2,127.32,3,assembly was hard,True,C-699
E-0001191,2023-07-20,Home,Brand Beta,London,4,370.95,4,would buy again,True,C-47
E-0001192,2024-03-07,Books,Brand Gamma,Islamabad,3,206.54,2,fast delivery,True,C-1279
E-0001193,2024-02-01,Books,Brand Beta,Lahore,5,111.38,2,print quality good,False,C-1431
E-0001194,2023-10-19,Sports,Brand Alpha,New York,3,81.16,2,great for training,True,C-696
E-0001195,2023-11-27,Electronics,Brand Alpha,Islamabad,5,119.56,1,battery dies fast,True,C-567
E-0001196,2024-06-08,Beauty,Brand Delta,London,3,271.54,2,caused irritation,True,C-1237
E-0001197,2024-11-08,Electronics,Brand Delta,New York,4,261.08,3,poor build,True,C-1054
E-0001198,2024-03-24,Sports,Brand Alpha,Dubai,3,258.96,4,,True,C-416
E-0001199,2024-04-01,Electronics,Brand Gamma,Lahore,1,210.59,1,,True,C-214
E-0001200,2023-09-05,Clothing,Brand Delta,Islamabad,2,165.63,1,nice fabric,True,C-203
E-0001201,2023-12-11,Home,Brand Delta,Karachi,2,283.42,1,assembly was hard,True,C-736
E-0001202,2023-12-17,Sports,Brand Alpha,Karachi,5,208.66,1,great for training,True,C-596
E-0001203,2025-01-15,Electronics,Brand Delta,Islamabad,4,198.7,1,poor build,True,C-153
E-0001204,2024-02-17,Books,Brand Beta,London,2,251.99,1,print quality good,True,C-1107
E-0001205,2024-06-03,Clothing,Brand Gamma,London,5,381.09,1,comfortable and stylish,True,C-1028
E-0001206,2024-03-07,Home,Brand Beta,London,2,162.0,3,looks premium,True,C-251
E-0001207,2023-09-28,Books,Brand Beta,Karachi,3,194.04,1,fast delivery,True,C-950
E-0001208,2024-04-25,Sports,Brand Alpha,Lahore,4,64.76,2,good grip,True,C-497
E-0001209,2023-11-05,Home,Brand Gamma,London,3,160.2,5,assembly was hard,True,C-746
E-0001210,2024-03-22,Sports,Brand Delta,Lahore,5,135.74,2,poor durability,True,C-566
E-0001211,2024-06-06,Clothing,Brand Beta,New York,5,164.57,2,nice fabric,False,C-108
E-0001212,2024-03-18,Sports,Brand Gamma,Karachi,3,306.61,2,broke after week,True,C-1475
E-0001213,2024-01-21,Electronics,Brand Beta,Karachi,3,80.38,4,love it,True,C-1231
E-0001214,2024-06-13,Beauty,Brand Alpha,Dubai,2,192.45,1,nice scent,True,C-502
E-0001215,2024-01-26,Home,Brand Delta,Lahore,3,14.16,2,cheap materials,True,C-141
E-0001216,2023-12-31,Books,Brand Beta,Lahore,3,180.12,6,print quality good,True,C-1396
E-0001217,2024-10-17,Home,Brand Beta,Dubai,4,105.48,2,assembly was hard,True,C-1419
E-0001218,2023-08-13,Home,Brand Gamma,Karachi,3,365.8,1,looks premium,False,C-1324
E-0001219,2024-10-05,Electronics,Brand Alpha,London,3,317.47,1,works great,True,C-438
E-0001220,2023-07-27,Beauty,Brand Gamma,Islamabad,5,316.55,2,nice scent,True,C-797
E-0001221,2024-06-05,Beauty,Brand Gamma,London,4,181.02,2,caused irritation,True,C-871
E-0001222,2024-11-25,Home,Brand Beta,Karachi,2,64.61,2,cheap materials,False,C-636
E-0001223,2024-09-03,Clothing,Brand Alpha,Islamabad,5,152.78,2,great value,True,C-1247
E-0001224,2024-07-02,Beauty,Brand Delta,Dubai,2,22.14,3,skin felt great,True,C-758
E-0001225,2023-07-13,Books,Brand Beta,New York,3,354.59,1,well written,True,C-1080
E-0001226,2024-12-10,Clothing,Brand Alpha,Lahore,3,186.85,1,great value,True,C-748
E-0001227,2023-06-18,Books,Brand Delta,New York,4,154.3,1,boring content,True,C-1117
E-0001228,2024-02-09,Beauty,Brand Gamma,London,3,319.36,3,caused irritation,True,C-669
E-0001229,2025-01-14,Books,Brand Gamma,Dubai,4,193.09,1,informative,False,C-433
E-0001230,2023-12-20,Sports,Brand Gamma,Dubai,3,292.7,2,great for training,True,C-18
E-0001231,2023-06-23,Beauty,Brand Alpha,Karachi,5,343.92,1,too expensive,True,C-1141
E-0001232,2024-03-30,Books,Brand Gamma,Karachi,5,362.48,3,,True,C-1327
E-0001233,2024-08-12,Clothing,Brand Gamma,Karachi,5,206.81,2,nice fabric,True,C-1493
E-0001234,2024-01-16,Beauty,Brand Alpha,London,3,370.8,1,nice scent,True,C-1342
E-0001235,2024-06-12,Beauty,Brand Alpha,New York,5,124.19,1,recommend,True,C-1191
E-0001236,2024-08-16,Sports,Brand Delta,Islamabad,3,218.01,2,poor durability,False,C-153
E-0001237,2023-10-23,Electronics,Brand Beta,Karachi,4,101.68,2,,True,C-1009
E-0001238,2023-06-22,Beauty,Brand Delta,Karachi,4,284.11,1,caused irritation,True,C-156
E-0001239,2024-06-20,Clothing,Brand Beta,London,4,157.45,2,color faded after wash,True,C-386
E-0001240,2024-10-18,Home,Brand Alpha,New York,3,14.93,3,cheap materials,True,C-1475
E-0001241,2023-12-22,Sports,Brand Gamma,Karachi,3,392.4,1,poor durability,True,C-746
E-0001242,2023-09-14,Sports,Brand Alpha,Karachi,4,372.99,2,,True,C-1025
E-0001243,2023-11-04,Clothing,Brand Beta,Lahore,5,93.98,2,comfortable and stylish,True,C-969
E-0001244,2023-11-15,Books,Brand Beta,Islamabad,4,18.25,2,informative,True,C-29
E-0001245,2024-01-08,Beauty,Brand Alpha,Islamabad,1,335.26,1,caused irritation,True,C-400
E-0001246,2023-08-08,Electronics,Brand Beta,Islamabad,3,364.13,1,battery dies fast,True,C-1182
E-0001247,2024-01-23,Electronics,Brand Gamma,London,4,13.54,3,works great,True,C-1301
E-0001248,2023-10-25,Electronics,Brand Gamma,Dubai,4,97.36,2,disappointed with durability,True,C-426
E-0001249,2023-09-15,Beauty,Brand Beta,Karachi,3,208.4,3,too expensive,True,C-127
E-0001250,2023-10-04,Clothing,Brand Alpha,Dubai,1,196.21,1,too small,True,C-653
E-0001251,2024-12-27,Sports,Brand Delta,Karachi,4,72.35,2,,True,C-1150
E-0001252,2024-07-23,Beauty,Brand Beta,Dubai,4,239.58,2,skin felt great,True,C-1053
E-0001253,2023-10-30,Books,Brand Beta,Dubai,2,87.79,2,boring content,True,C-1062
E-0001254,2024-07-10,Clothing,Brand Beta,Karachi,3,175.58,2,nice fabric,True,C-323
E-0001255,2024-01-04,Electronics,Brand Delta,Dubai,4,70.96,1,highly recommend,True,C-268
E-0001256,2024-12-28,Books,Brand Beta,Karachi,4,377.04,2,fast delivery,True,C-758
E-0001257,2023-06-21,Books,Brand Beta,New York,3,67.72,2,print quality good,True,C-277
E-0001258,2024-04-09,Clothing,Brand Delta,Dubai,2,66.31,1,color faded after wash,True,C-725
E-0001259,2023-08-01,Beauty,Brand Delta,Karachi,4,399.27,2,too expensive,True,C-1468
E-0001260,2023-06-12,Clothing,Brand Beta,Karachi,4,238.13,2,great value,False,C-385
E-0001261,2023-07-02,Books,Brand Beta,Islamabad,3,184.24,1,boring content,True,C-1122
E-0001262,2024-11-26,Beauty,Brand Alpha,Karachi,4,20.74,3,skin felt great,True,C-957
E-0001263,2023-08-16,Electronics,Brand Beta,Dubai,4,332.98,2,highly recommend,True,C-1289
E-0001264,2023-11-26,Electronics,Brand Gamma,Islamabad,4,295.57,3,battery dies fast,True,C-1370
E-0001265,2024-04-02,Clothing,Brand Gamma,London,4,300.17,1,comfortable and stylish,True,C-1143
E-0001266,2024-11-17,Beauty,Brand Alpha,London,3,50.01,1,nice scent,True,C-366
E-0001267,2024-07-31,Sports,Brand Beta,Karachi,3,97.64,4,good grip,True,C-693
E-0001268,2024-02-19,Sports,Brand Beta,Karachi,2,311.71,2,poor durability,True,C-142
E-0001269,2024-04-19,Clothing,Brand Delta,Lahore,3,122.05,2,color faded after wash,False,C-667
E-0001270,2023-08-11,Home,Brand Gamma,Dubai,2,142.26,3,cheap materials,True,C-986
E-0001271,2024-12-02,Electronics,Brand Alpha,New York,3,51.48,3,works great,True,C-410
E-0001272,2024-01-27,Books,Brand Alpha,London,4,344.96,2,well written,False,C-596
E-0001273,2024-07-19,Books,Brand Alpha,New York,1,51.34,3,print quality good,True,C-986
E-0001274,2024-02-11,Books,Brand Beta,Lahore,3,131.89,2,informative,True,C-1103
E-0001275,2023-08-22,Home,Brand Delta,London,5,181.26,2,assembly was hard,True,C-122
E-0001276,2024-11-06,Electronics,Brand Delta,Karachi,2,123.07,3,battery dies fast,True,C-108
E-0001277,2024-09-04,Books,Brand Alpha,Karachi,3,151.4,1,fast delivery,True,C-127
E-0001278,2023-09-06,Beauty,Brand Delta,Islamabad,4,116.91,2,recommend,False,C-949
E-0001279,2023-10-08,Home,Brand Gamma,Karachi,3,265.64,2,very useful,True,C-672
E-0001280,2023-11-18,Sports,Brand Gamma,Islamabad,2,205.85,2,good grip,True,C-1493
E-0001281,2024-12-17,Electronics,Brand Gamma,Karachi,3,158.82,2,disappointed with durability,True,C-159
E-0001282,2024-11-30,Home,Brand Gamma,New York,3,344.77,1,would buy again,True,C-1185
E-0001283,2024-06-05,Books,Brand Beta,Islamabad,5,114.47,1,fast delivery,True,C-359
E-0001284,2023-10-08,Electronics,Brand Alpha,Karachi,4,311.33,3,disappointed with durability,True,C-735
E-0001285,2023-09-25,Sports,Brand Alpha,Lahore,4,280.19,2,good grip,True,C-796
E-0001286,2024-12-01,Beauty,Brand Gamma,Karachi,4,67.56,1,nice scent,True,C-749
E-0001287,2024-11-13,Home,Brand Beta,New York,4,167.6,2,would buy again,True,C-142
E-0001288,2024-08-21,Home,Brand Alpha,London,3,67.07,2,very useful,True,C-1092
E-0001289,2023-06-21,Clothing,Brand Alpha,Dubai,2,255.61,2,great value,True,C-432
E-0001290,2024-04-18,Clothing,Brand Beta,Karachi,3,292.26,1,comfortable and stylish,False,C-1292
E-0001291,2023-12-12,Beauty,Brand Delta,Lahore,3,127.77,2,too expensive,True,C-901
E-0001292,2024-09-15,Clothing,Brand Alpha,Dubai,3,363.64,2,nice fabric,True,C-1121
E-0001293,2023-09-20,Electronics,Brand Beta,London,3,273.81,2,battery dies fast,True,C-943
E-0001294,2024-10-15,Clothing,Brand Delta,Dubai,4,257.72,1,great value,True,C-1133
E-0001295,2024-02-19,Electronics,Brand Delta,Karachi,4,,2,works great,True,C-568
E-0001296,2023-11-06,Electronics,Brand Gamma,New York,3,357.79,1,average at best,True,C-1340
E-0001297,2023-11-03,Books,Brand Beta,Lahore,3,35.91,4,well written,True,C-1077
E-0001298,2024-01-10,Sports,Brand Beta,Dubai,4,343.74,3,great for training,True,C-1415
E-0001299,2023-12-11,Sports,Brand Beta,London,5,122.12,1,great for training,False,C-981
E-0001300,2024-10-14,Sports,Brand Delta,Karachi,2,317.09,1,poor durability,True,C-289
E-0001301,2024-06-17,Sports,Brand Beta,Karachi,3,50.8,1,poor durability,True,C-422
E-0001302,2024-07-16,Beauty,Brand Gamma,London,2,24.86,1,skin felt great,True,C-300
E-0001303,2024-09-08,Electronics,Brand Gamma,Dubai,3,312.23,1,excellent quality,True,C-1085
E-0001304,2024-06-06,Clothing,Brand Beta,London,4,319.86,2,fits perfectly,True,C-1038
E-0001305,2023-07-29,Electronics,Brand Alpha,Islamabad,5,205.19,2,highly recommend,True,C-175
E-0001306,2023-09-13,Books,Brand Gamma,Lahore,5,133.79,3,boring content,True,C-832
E-0001307,2024-10-26,Sports,Brand Delta,Islamabad,3,30.4,4,great for training,True,C-885
E-0001308,2024-07-18,Home,Brand Gamma,London,4,161.96,4,would buy again,False,C-89
E-0001309,2024-09-07,Home,Brand Delta,London,4,88.02,3,very useful,True,C-121
E-0001310,2024-12-15,Sports,Brand Delta,Karachi,3,294.75,1,good grip,True,C-836
E-0001311,2023-08-13,Books,Brand Delta,Karachi,5,127.38,1,fast delivery,True,C-282
E-0001312,2024-12-20,Electronics,Brand Alpha,London,5,123.45,1,love it,False,C-1443
E-0001313,2023-06-25,Home,Brand Alpha,Lahore,2,78.66,3,cheap materials,True,C-93
E-0001314,2025-01-19,Electronics,Brand Alpha,New York,2,396.76,3,poor build,False,C-1331
E-0001315,2024-03-13,Beauty,Brand Delta,Dubai,5,82.81,1,too expensive,False,C-1127
E-0001316,2023-08-08,Beauty,Brand Beta,New York,3,40.14,2,too expensive,False,C-300
E-0001317,2024-02-22,Electronics,Brand Alpha,New York,3,243.59,4,poor build,True,C-534
E-0001318,2023-06-18,Electronics,Brand Gamma,Islamabad,5,76.83,1,battery dies fast,True,C-1030
E-0001319,2024-03-14,Beauty,Brand Alpha,Islamabad,3,343.89,3,caused irritation,True,C-864
E-0001320,2024-12-15,Beauty,Brand Beta,Islamabad,4,222.26,2,skin felt great,True,C-223
E-0001321,2023-06-01,Beauty,Brand Delta,Islamabad,3,293.41,4,caused irritation,True,C-949
E-0001322,2024-03-04,Books,Brand Delta,Dubai,2,294.13,1,boring content,True,C-892
E-0001323,2024-02-03,Sports,Brand Beta,Islamabad,3,177.37,4,broke after week,False,C-1460
E-0001324,2024-07-04,Sports,Brand Delta,Karachi,5,,4,broke after week,True,C-857
E-0001325,2024-05-25,Electronics,Brand Gamma,Islamabad,2,396.65,1,average at best,True,C-670
E-0001326,2023-12-18,Electronics,Brand Gamma,London,3,,1,highly recommend,True,C-825
E-0001327,2024-05-03,Sports,Brand Delta,Dubai,2,37.31,2,poor durability,True,C-1067
E-0001328,2023-08-29,Home,Brand Alpha,New York,4,173.81,2,very useful,True,C-575
E-0001329,2024-10-22,Home,Brand Delta,Karachi,2,176.72,2,would buy again,True,C-126
E-0001330,2023-06-18,Home,Brand Beta,Dubai,3,,2,assembly was hard,True,C-1052
E-0001331,2024-07-10,Clothing,Brand Gamma,Karachi,4,24.58,4,color faded after wash,True,C-390
E-0001332,2024-03-06,Clothing,Brand Alpha,Islamabad,2,358.54,1,color faded after wash,True,C-1442
E-0001333,2024-08-13,Electronics,Brand Delta,Karachi,3,17.66,3,disappointed with durability,True,C-272
E-0001334,2023-08-10,Home,Brand Delta,Islamabad,3,284.57,2,very useful,True,C-1124
E-0001335,2025-01-11,Books,Brand Alpha,Dubai,3,179.46,2,fast delivery,True,C-720
E-0001336,2023-11-04,Clothing,Brand Beta,Dubai,3,370.16,2,too small,True,C-397
E-0001337,2023-09-03,Electronics,Brand Delta,New York,2,44.78,3,highly recommend,True,C-1478
E-0001338,2024-01-16,Books,Brand Delta,Karachi,1,362.54,1,print quality good,True,C-712
E-0001339,2024-03-24,Electronics,Brand Gamma,Karachi,2,141.71,3,highly recommend,True,C-81
E-0001340,2023-06-16,Sports,Brand Delta,Islamabad,4,318.48,1,broke after week,True,C-711
E-0001341,2024-09-15,Books,Brand Beta,New York,3,93.32,1,boring content,True,C-1386
E-0001342,2023-07-09,Home,Brand Beta,London,4,275.03,2,looks premium,True,C-747
E-0001343,2024-12-24,Books,Brand Beta,Islamabad,2,176.09,2,print quality good,True,C-372
E-0001344,2023-11-14,Electronics,Brand Beta,London,4,55.53,2,average at best,True,C-615
E-0001345,2023-06-18,Electronics,Brand Delta,Lahore,4,104.92,1,poor build,True,C-887
E-0001346,2023-09-03,Books,Brand Alpha,Karachi,2,209.2,3,print quality good,True,C-440
E-0001347,2024-04-16,Electronics,Brand Delta,Islamabad,3,209.05,2,average at best,True,C-651
E-0001348,2023-07-31,Home,Brand Alpha,New York,2,165.56,2,cheap materials,True,C-1099
E-0001349,2023-06-24,Books,Brand Delta,London,2,36.2,5,boring content,True,C-1093
E-0001350,2023-11-01,Clothing,Brand Alpha,Islamabad,4,206.04,1,great value,False,C-247
E-0001351,2023-11-03,Beauty,Brand Beta,Dubai,4,377.98,4,recommend,True,C-576
E-0001352,2024-09-29,Home,Brand Alpha,Dubai,5,195.17,1,looks premium,True,C-1372
E-0001353,2023-08-24,Clothing,Brand Alpha,Lahore,3,182.66,2,comfortable and stylish,True,C-1008
E-0001354,2024-09-01,Home,Brand Beta,New York,5,337.8,6,very useful,True,C-844
E-0001355,2024-09-21,Clothing,Brand Beta,Karachi,3,322.2,1,nice fabric,True,C-1302
E-0001356,2024-11-04,Beauty,Brand Alpha,London,4,346.75,3,nice scent,False,C-1451
E-0001357,2024-07-20,Beauty,Brand Beta,Lahore,1,237.91,1,too expensive,True,C-677
E-0001358,2024-08-13,Home,Brand Alpha,London,5,170.32,2,looks premium,False,C-598
E-0001359,2024-01-17,Beauty,Brand Delta,Lahore,3,,4,skin felt great,True,C-459
E-0001360,2023-08-20,Books,Brand Gamma,Lahore,3,110.55,1,informative,True,C-936
E-0001361,2024-03-15,Clothing,Brand Gamma,Karachi,4,205.71,1,too small,False,C-1196
E-0001362,2024-11-27,Electronics,Brand Alpha,Karachi,3,223.81,1,battery dies fast,True,C-1141
E-0001363,2024-07-13,Home,Brand Beta,Islamabad,4,268.62,2,would buy again,True,C-726
E-0001364,2023-08-21,Beauty,Brand Beta,Dubai,3,173.84,2,nice scent,True,C-1472
E-0001365,2024-07-10,Books,Brand Delta,London,5,306.28,3,informative,True,C-1262
E-0001366,2024-07-22,Clothing,Brand Delta,Islamabad,3,69.91,3,fits perfectly,False,C-1337
E-0001367,2024-01-24,Beauty,Brand Gamma,Dubai,3,238.64,3,skin felt great,True,C-879
E-0001368,2024-10-25,Electronics,Brand Beta,London,3,353.92,2,poor build,True,C-864
E-0001369,2023-09-12,Home,Brand Alpha,New York,2,253.59,2,looks premium,True,C-176
E-0001370,2024-11-23,Sports,Brand Beta,Lahore,2,80.98,1,great for training,True,C-606
E-0001371,2024-03-25,Books,Brand Gamma,Dubai,4,248.01,2,print quality good,True,C-230
E-0001372,2024-04-05,Beauty,Brand Delta,Karachi,2,33.07,3,recommend,False,C-987
E-0001373,2024-12-14,Books,Brand Alpha,Dubai,3,106.91,2,well written,False,C-301
E-0001374,2024-04-11,Beauty,Brand Beta,Karachi,3,351.29,1,recommend,True,C-716
E-0001375,2024-05-17,Clothing,Brand Beta,Dubai,2,218.95,2,nice fabric,False,C-377
E-0001376,2024-12-23,Beauty,Brand Delta,Lahore,3,203.58,2,,True,C-1256
E-0001377,2023-08-30,Clothing,Brand Beta,Karachi,2,116.93,2,nice fabric,True,C-376
E-0001378,2024-10-05,Beauty,Brand Beta,London,4,232.42,5,too expensive,True,C-1356
E-0001379,2024-07-01,Beauty,Brand Beta,New York,4,168.0,4,nice scent,True,C-699
E-0001380,2024-02-01,Electronics,Brand Gamma,Islamabad,4,265.85,1,,False,C-479
E-0001381,2024-03-05,Home,Brand Gamma,Dubai,2,205.68,3,assembly was hard,False,C-480
E-0001382,2023-08-11,Home,Brand Beta,Karachi,3,209.05,3,cheap materials,True,C-504
E-0001383,2024-07-08,Books,Brand Gamma,Karachi,5,105.37,4,informative,True,C-375
E-0001384,2024-07-31,Clothing,Brand Delta,Islamabad,3,42.42,1,nice fabric,False,C-949
E-0001385,2024-08-19,Clothing,Brand Alpha,Dubai,1,123.94,1,seams came apart,True,C-296
E-0001386,2024-01-22,Books,Brand Delta,Lahore,4,197.82,1,informative,True,C-1435
E-0001387,2023-12-12,Sports,Brand Alpha,Islamabad,3,329.98,2,good grip,True,C-1398
E-0001388,2023-09-18,Sports,Brand Delta,Lahore,2,156.81,1,great for training,True,C-1185
E-0001389,2024-01-06,Sports,Brand Delta,New York,4,213.93,2,broke after week,True,C-515
E-0001390,2024-07-29,Clothing,Brand Delta,London,5,391.9,2,great value,False,C-172
E-0001391,2024-09-28,Electronics,Brand Gamma,Karachi,4,366.46,1,poor build,True,C-150
E-0001392,2024-10-13,Clothing,Brand Alpha,New York,4,144.38,1,seams came apart,True,C-1384
E-0001393,2023-12-07,Books,Brand Alpha,New York,1,226.86,3,well written,True,C-1011
E-0001394,2023-11-02,Electronics,Brand Alpha,Islamabad,3,332.14,1,disappointed with durability,True,C-878
E-0001395,2024-06-07,Home,Brand Gamma,Islamabad,3,189.93,2,looks premium,True,C-1245
E-0001396,2024-08-18,Electronics,Brand Gamma,Lahore,4,193.53,3,works great,True,C-1345
E-0001397,2023-12-05,Beauty,Brand Alpha,Dubai,3,28.51,1,nice scent,True,C-1114
E-0001398,2024-02-22,Beauty,Brand Beta,Islamabad,3,230.97,1,too expensive,True,C-904
E-0001399,2024-06-11,Electronics,Brand Beta,Lahore,2,214.76,2,poor build,False,C-188
E-0001400,2024-06-11,Beauty,Brand Alpha,New York,3,149.04,2,caused irritation,True,C-747
E-0001401,2023-08-26,Beauty,Brand Gamma,New York,4,112.94,2,too expensive,True,C-975
E-0001402,2023-06-10,Clothing,Brand Beta,London,4,373.71,3,great value,False,C-765
E-0001403,2024-04-06,Home,Brand Beta,Dubai,2,334.46,1,would buy again,True,C-240
E-0001404,2023-07-14,Beauty,Brand Gamma,Karachi,4,228.26,2,skin felt great,False,C-1309
E-0001405,2024-12-31,Beauty,Brand Beta,Lahore,5,151.45,2,too expensive,True,C-152
E-0001406,2024-08-23,Books,Brand Delta,Lahore,5,160.6,2,boring content,True,C-181
E-0001407,2024-10-26,Sports,Brand Gamma,Islamabad,4,289.29,1,broke after week,True,C-819
E-0001408,2024-06-20,Electronics,Brand Alpha,Lahore,3,179.1,2,disappointed with durability,True,C-129
E-0001409,2024-07-09,Books,Brand Delta,Dubai,1,209.27,3,fast delivery,True,C-765
E-0001410,2024-01-21,Books,Brand Gamma,Karachi,3,234.87,4,boring content,True,C-637
E-0001411,2024-07-15,Beauty,Brand Delta,Karachi,3,258.37,3,caused irritation,True,C-762
E-0001412,2024-03-25,Beauty,Brand Beta,Lahore,3,220.03,1,recommend,True,C-1051
E-0001413,2024-03-12,Electronics,Brand Delta,New York,5,216.33,1,excellent quality,False,C-517
E-0001414,2023-10-20,Beauty,Brand Beta,Karachi,3,293.97,1,caused irritation,False,C-43
E-0001415,2023-09-03,Books,Brand Alpha,Islamabad,2,259.36,1,print quality good,True,C-430
E-0001416,2024-01-12,Sports,Brand Delta,Karachi,3,129.41,2,poor durability,False,C-264
E-0001417,2024-08-12,Sports,Brand Gamma,Karachi,3,100.62,3,poor durability,False,C-133
E-0001418,2024-10-06,Electronics,Brand Alpha,Dubai,5,58.04,1,love it,True,C-1408
E-0001419,2024-07-11,Books,Brand Delta,New York,3,37.04,1,boring content,True,C-1044
E-0001420,2024-07-12,Home,Brand Delta,Karachi,1,113.51,1,very useful,True,C-487
E-0001421,2024-03-24,Sports,Brand Gamma,Dubai,2,77.23,2,poor durability,True,C-768
E-0001422,2023-12-05,Clothing,Brand Beta,Dubai,4,309.89,2,great value,True,C-934
E-0001423,2023-10-16,Clothing,Brand Alpha,Lahore,5,199.12,2,comfortable and stylish,True,C-341
E-0001424,2024-04-19,Electronics,Brand Gamma,Karachi,5,238.76,1,works great,True,C-887
E-0001425,2023-11-19,Sports,Brand Beta,Lahore,4,151.92,2,broke after week,True,C-51
E-0001426,2024-11-30,Home,Brand Gamma,Karachi,4,38.29,1,very useful,False,C-266
E-0001427,2024-09-14,Electronics,Brand Beta,Dubai,4,118.27,1,excellent quality,True,C-394
E-0001428,2024-03-12,Electronics,Brand Beta,Islamabad,3,139.24,1,excellent quality,True,C-768
E-0001429,2024-09-20,Books,Brand Delta,Lahore,4,372.79,1,informative,True,C-588
E-0001430,2024-02-05,Books,Brand Alpha,London,4,100.62,1,well written,True,C-1262
E-0001431,2024-10-16,Sports,Brand Delta,London,3,365.62,3,great for training,True,C-551
E-0001432,2023-10-09,Beauty,Brand Gamma,London,5,364.15,7,skin felt great,True,C-1269
E-0001433,2023-06-30,Beauty,Brand Delta,Dubai,3,306.92,3,,False,C-643
E-0001434,2024-08-30,Electronics,Brand Alpha,Islamabad,4,191.5,1,disappointed with durability,True,C-894
E-0001435,2024-12-27,Beauty,Brand Alpha,Dubai,3,21.0,4,too expensive,True,C-283
E-0001436,2023-12-20,Sports,Brand Alpha,London,5,105.95,2,broke after week,True,C-871
E-0001437,2025-01-01,Electronics,Brand Gamma,Dubai,3,381.89,2,excellent quality,True,C-1191
E-0001438,2024-10-16,Books,Brand Beta,Islamabad,2,142.58,1,fast delivery,True,C-299
E-0001439,2024-06-22,Clothing,Brand Alpha,Karachi,2,127.41,2,comfortable and stylish,True,C-1368
E-0001440,2024-07-17,Beauty,Brand Alpha,Karachi,3,275.2,3,too expensive,True,C-1123
E-0001441,2024-11-15,Beauty,Brand Beta,New York,4,213.54,1,caused irritation,True,C-1011
E-0001442,2024-12-17,Clothing,Brand Alpha,Karachi,3,317.18,4,too small,True,C-563
E-0001443,2023-11-04,Electronics,Brand Beta,London,3,259.79,2,works great,True,C-415
E-0001444,2024-09-20,Home,Brand Alpha,London,3,387.54,1,very useful,True,C-250
E-0001445,2023-06-29,Sports,Brand Gamma,Dubai,1,284.4,3,great for training,True,C-576
E-0001446,2024-07-13,Clothing,Brand Alpha,Dubai,3,364.35,3,great value,True,C-878
E-0001447,2023-12-05,Sports,Brand Alpha,Islamabad,4,229.49,3,broke after week,True,C-1177
E-0001448,2024-12-07,Books,Brand Gamma,London,5,39.67,3,print quality good,True,C-1193
E-0001449,2024-09-22,Clothing,Brand Gamma,Dubai,3,262.38,3,great value,True,C-603
E-0001450,2023-07-05,Clothing,Brand Delta,London,5,376.17,2,too small,True,C-1182
E-0001451,2024-09-02,Sports,Brand Alpha,London,2,260.36,4,poor durability,True,C-1335
E-0001452,2024-12-14,Electronics,Brand Alpha,Karachi,3,323.34,1,love it,True,C-567
E-0001453,2023-07-25,Clothing,Brand Beta,Islamabad,4,367.78,1,seams came apart,True,C-86
E-0001454,2024-08-01,Beauty,Brand Alpha,Dubai,4,276.51,2,skin felt great,True,C-153
E-0001455,2024-03-26,Clothing,Brand Alpha,Dubai,2,81.91,3,,True,C-429
E-0001456,2023-06-09,Sports,Brand Alpha,New York,3,167.56,3,great for training,True,C-1327
E-0001457,2023-08-25,Beauty,Brand Beta,Islamabad,2,390.82,1,nice scent,True,C-320
E-0001458,2024-04-18,Books,Brand Beta,New York,4,358.61,1,print quality good,True,C-1137
E-0001459,2023-07-14,Books,Brand Delta,Islamabad,4,115.38,1,boring content,False,C-667
E-0001460,2024-12-12,Beauty,Brand Gamma,Lahore,4,52.81,2,too expensive,True,C-117
